id,instrumentName,localDate,localTime,co,o3,no2,so2,no,voc,pm2p5,pm10,rh,pressure,sensorTemp,heaterTemp,internalTemp,timeRec,dateUTC,timeUTC,alarms
106397,thermo-grid-883f4a344cbe,2024/08/06,00:00,0.18,0.0,43.57,32.66,0.0,0.0,17.23,150.37,58.94,91.97,22.26,34.97,25.25,1722891605,2024/08/05,21:00,0x00000000
106398,thermo-grid-883f4a344cbe,2024/08/06,00:05,0.28,0.0,43.95,31.19,0.0,0.0,15.62,122.37,58.87,91.96,22.22,34.98,25.21,1722891905,2024/08/05,21:05,0x00000000
106399,thermo-grid-883f4a344cbe,2024/08/06,00:10,0.12,0.0,44.19,27.54,0.0,0.0,18.41,161.01,58.85,91.96,22.17,34.98,25.16,1722892205,2024/08/05,21:10,0x00000000
106400,thermo-grid-883f4a344cbe,2024/08/06,00:15,0.1,0.0,44.64,28.06,0.0,0.0,18.45,140.26,58.88,91.96,22.14,34.98,25.13,1722892505,2024/08/05,21:15,0x00000000
106401,thermo-grid-883f4a344cbe,2024/08/06,00:20,0.06,0.0,44.6,29.23,0.0,0.0,19.29,146.22,58.93,91.96,22.12,34.98,25.1,1722892805,2024/08/05,21:20,0x00000000
106402,thermo-grid-883f4a344cbe,2024/08/06,00:25,0.06,0.0,44.96,30.06,0.0,0.0,21.63,167.84,58.86,91.96,22.1,34.99,25.08,1722893105,2024/08/05,21:25,0x00000000
106403,thermo-grid-883f4a344cbe,2024/08/06,00:30,0.14,0.0,44.96,32.69,0.0,0.0,29.48,235.14,59.04,91.96,22.08,34.99,25.06,1722893405,2024/08/05,21:30,0x00000000
106404,thermo-grid-883f4a344cbe,2024/08/06,00:35,0.11,0.0,44.71,34.05,0.0,0.0,29.48,273.86,59.06,91.97,22.07,34.99,25.05,1722893705,2024/08/05,21:35,0x00000000
106405,thermo-grid-883f4a344cbe,2024/08/06,00:40,0.08,0.0,44.21,30.32,0.0,0.0,23.52,202.27,58.99,91.97,22.07,34.99,25.03,1722894005,2024/08/05,21:40,0x00000000
106406,thermo-grid-883f4a344cbe,2024/08/06,00:45,0.06,0.0,44.76,28.02,0.0,0.0,20.87,171.63,58.93,91.97,22.07,35.0,25.02,1722894305,2024/08/05,21:45,0x00000000
106407,thermo-grid-883f4a344cbe,2024/08/06,00:50,0.07,0.0,44.45,29.27,0.0,0.0,26.26,215.0,59.0,91.97,22.06,35.0,25.01,1722894605,2024/08/05,21:50,0x00000000
106408,thermo-grid-883f4a344cbe,2024/08/06,00:55,0.05,0.0,44.3,28.61,0.0,0.0,24.83,208.93,59.05,91.97,22.05,34.99,25.0,1722894905,2024/08/05,21:55,0x00000000
106409,thermo-grid-883f4a344cbe,2024/08/06,01:00,0.03,0.0,42.67,26.6,0.0,0.0,26.81,241.92,58.83,91.97,22.02,34.99,24.97,1722895205,2024/08/05,22:00,0x00000000
106410,thermo-grid-883f4a344cbe,2024/08/06,01:05,0.02,0.0,42.11,25.59,0.0,0.0,24.06,223.07,58.71,91.97,22.0,34.99,24.95,1722895505,2024/08/05,22:05,0x00000000
106411,thermo-grid-883f4a344cbe,2024/08/06,01:10,0.01,0.0,42.95,26.56,0.0,0.0,15.48,114.53,58.7,91.96,21.96,34.99,24.92,1722895805,2024/08/05,22:10,0x00000000
106412,thermo-grid-883f4a344cbe,2024/08/06,01:15,0.0,0.0,42.89,25.61,0.0,0.0,18.26,133.89,58.72,91.96,21.94,34.98,24.88,1722896105,2024/08/05,22:15,0x00000000
106413,thermo-grid-883f4a344cbe,2024/08/06,01:20,0.06,0.0,43.32,32.12,0.0,0.0,20.65,139.66,58.73,91.96,21.9,34.98,24.85,1722896405,2024/08/05,22:20,0x00000000
106414,thermo-grid-883f4a344cbe,2024/08/06,01:25,0.0,0.0,43.4,25.53,0.0,0.0,22.39,182.85,58.79,91.95,21.86,34.98,24.81,1722896705,2024/08/05,22:25,0x00000000
106415,thermo-grid-883f4a344cbe,2024/08/06,01:30,0.06,0.0,42.39,35.0,0.0,0.0,26.26,251.77,58.82,91.94,21.83,34.98,24.78,1722897005,2024/08/05,22:30,0x00000000
106416,thermo-grid-883f4a344cbe,2024/08/06,01:35,0.04,0.0,43.06,28.55,0.0,0.0,25.37,270.98,58.86,91.94,21.81,34.98,24.75,1722897305,2024/08/05,22:35,0x00000000
106417,thermo-grid-883f4a344cbe,2024/08/06,01:40,0.04,0.0,42.31,28.15,0.0,0.0,21.73,204.99,58.73,91.94,21.79,34.99,24.72,1722897605,2024/08/05,22:40,0x00000000
106418,thermo-grid-883f4a344cbe,2024/08/06,01:45,0.01,0.0,43.37,26.12,0.0,0.0,18.15,149.4,58.84,91.93,21.77,34.99,24.7,1722897905,2024/08/05,22:45,0x00000000
106419,thermo-grid-883f4a344cbe,2024/08/06,01:50,0.0,0.0,43.1,23.39,0.0,0.0,16.4,107.28,58.88,91.93,21.73,34.99,24.67,1722898205,2024/08/05,22:50,0x00000000
106420,thermo-grid-883f4a344cbe,2024/08/06,01:55,0.0,0.0,44.55,25.94,0.0,0.0,17.4,111.23,58.95,91.93,21.7,34.99,24.64,1722898505,2024/08/05,22:55,0x00000000
106421,thermo-grid-883f4a344cbe,2024/08/06,02:00,0.0,0.0,43.56,25.75,0.0,0.0,15.98,105.94,58.95,91.92,21.67,34.98,24.61,1722898805,2024/08/05,23:00,0x00000000
106422,thermo-grid-883f4a344cbe,2024/08/06,02:05,0.05,0.0,42.41,27.99,0.0,0.0,19.68,142.04,58.8,91.92,21.65,34.98,24.58,1722899105,2024/08/05,23:05,0x00000000
106423,thermo-grid-883f4a344cbe,2024/08/06,02:10,0.02,0.0,42.27,25.74,0.0,0.0,21.16,188.4,58.76,91.92,21.63,34.98,24.56,1722899405,2024/08/05,23:10,0x00000000
106424,thermo-grid-883f4a344cbe,2024/08/06,02:15,0.01,0.0,43.88,26.41,0.0,0.0,22.04,173.2,58.94,91.92,21.61,34.99,24.53,1722899705,2024/08/05,23:15,0x00000000
106425,thermo-grid-883f4a344cbe,2024/08/06,02:20,0.01,0.0,43.06,25.39,0.0,0.0,23.48,175.27,58.91,91.91,21.58,34.99,24.51,1722900005,2024/08/05,23:20,0x00000000
106426,thermo-grid-883f4a344cbe,2024/08/06,02:25,0.04,0.0,42.6,27.74,0.0,0.0,22.43,168.37,58.89,91.91,21.56,34.99,24.48,1722900305,2024/08/05,23:25,0x00000000
106427,thermo-grid-883f4a344cbe,2024/08/06,02:30,0.07,0.0,44.09,30.5,0.0,0.0,28.59,232.96,59.05,91.91,21.54,34.99,24.46,1722900605,2024/08/05,23:30,0x00000000
106428,thermo-grid-883f4a344cbe,2024/08/06,02:35,0.02,0.0,43.18,27.13,0.0,0.0,24.96,186.09,59.02,91.9,21.52,34.99,24.44,1722900905,2024/08/05,23:35,0x00000000
106429,thermo-grid-883f4a344cbe,2024/08/06,02:40,0.03,0.0,43.59,28.25,0.0,0.0,23.02,180.76,58.97,91.9,21.5,34.99,24.42,1722901205,2024/08/05,23:40,0x00000000
106430,thermo-grid-883f4a344cbe,2024/08/06,02:45,0.02,0.0,43.92,27.99,0.0,0.0,24.98,203.34,59.06,91.89,21.5,35.0,24.41,1722901505,2024/08/05,23:45,0x00000000
106431,thermo-grid-883f4a344cbe,2024/08/06,02:50,0.02,0.0,44.16,29.25,0.0,0.0,26.47,215.29,59.06,91.89,21.49,35.0,24.4,1722901805,2024/08/05,23:50,0x00000000
106432,thermo-grid-883f4a344cbe,2024/08/06,02:55,0.02,0.0,43.47,28.12,0.0,0.0,25.73,180.87,59.04,91.88,21.5,35.0,24.39,1722902105,2024/08/05,23:55,0x00000000
106433,thermo-grid-883f4a344cbe,2024/08/06,03:00,0.0,0.0,44.02,26.63,0.0,0.0,21.1,179.08,59.07,91.88,21.5,35.0,24.39,1722902405,2024/08/06,00:00,0x00000000
106434,thermo-grid-883f4a344cbe,2024/08/06,03:05,0.02,0.0,42.4,24.9,0.0,0.0,25.85,212.36,58.82,91.88,21.5,35.01,24.39,1722902705,2024/08/06,00:05,0x00000000
106435,thermo-grid-883f4a344cbe,2024/08/06,03:10,0.04,0.0,43.24,26.52,0.0,0.0,26.22,206.47,58.97,91.87,21.48,35.0,24.38,1722903005,2024/08/06,00:10,0x00000000
106436,thermo-grid-883f4a344cbe,2024/08/06,03:15,0.0,0.0,43.24,25.17,0.0,0.0,31.88,287.92,58.92,91.87,21.46,34.99,24.36,1722903305,2024/08/06,00:15,0x00000000
106437,thermo-grid-883f4a344cbe,2024/08/06,03:20,0.0,0.0,43.08,25.44,0.0,0.0,39.35,359.37,58.86,91.87,21.45,34.99,24.34,1722903605,2024/08/06,00:20,0x00000000
106438,thermo-grid-883f4a344cbe,2024/08/06,03:25,0.0,0.0,41.23,25.14,0.0,0.0,33.02,260.83,58.79,91.86,21.42,34.99,24.32,1722903905,2024/08/06,00:25,0x00000000
106439,thermo-grid-883f4a344cbe,2024/08/06,03:30,0.01,0.0,42.96,26.58,0.0,0.0,23.29,197.71,58.78,91.86,21.38,34.98,24.28,1722904205,2024/08/06,00:30,0x00000000
106440,thermo-grid-883f4a344cbe,2024/08/06,03:35,0.01,0.0,41.82,25.59,0.0,0.0,24.56,204.71,58.79,91.85,21.36,34.98,24.24,1722904505,2024/08/06,00:35,0x00000000
106441,thermo-grid-883f4a344cbe,2024/08/06,03:40,0.01,0.0,41.25,26.8,0.0,0.0,23.11,159.7,58.75,91.85,21.35,34.99,24.22,1722904805,2024/08/06,00:40,0x00000000
106442,thermo-grid-883f4a344cbe,2024/08/06,03:45,0.0,0.0,43.99,28.59,0.0,0.0,19.79,125.02,59.01,91.85,21.33,34.99,24.21,1722905105,2024/08/06,00:45,0x00000000
106443,thermo-grid-883f4a344cbe,2024/08/06,03:50,0.0,0.0,43.22,25.75,0.0,0.0,15.8,95.35,58.91,91.85,21.31,35.0,24.19,1722905405,2024/08/06,00:50,0x00000000
106444,thermo-grid-883f4a344cbe,2024/08/06,03:55,0.0,0.0,42.83,27.51,0.0,0.0,24.38,133.45,58.81,91.85,21.31,35.0,24.18,1722905705,2024/08/06,00:55,0x00000000
106445,thermo-grid-883f4a344cbe,2024/08/06,04:00,0.13,0.0,43.21,37.6,0.0,0.0,32.35,206.46,58.96,91.85,21.31,35.0,24.18,1722906005,2024/08/06,01:00,0x00000000
106446,thermo-grid-883f4a344cbe,2024/08/06,04:05,0.02,0.0,41.77,26.71,0.0,0.0,32.22,234.86,58.76,91.85,21.29,35.0,24.16,1722906305,2024/08/06,01:05,0x00000000
106447,thermo-grid-883f4a344cbe,2024/08/06,04:10,0.0,0.0,42.45,25.85,0.0,0.0,33.25,228.76,58.93,91.85,21.26,34.98,24.14,1722906605,2024/08/06,01:10,0x00000000
106448,thermo-grid-883f4a344cbe,2024/08/06,04:15,0.0,0.0,42.79,25.41,0.0,0.0,30.74,229.83,58.96,91.84,21.23,34.98,24.11,1722906905,2024/08/06,01:15,0x00000000
106449,thermo-grid-883f4a344cbe,2024/08/06,04:20,0.0,0.0,42.52,25.97,0.0,0.0,38.1,260.73,58.77,91.84,21.22,34.99,24.08,1722907205,2024/08/06,01:20,0x00000000
106450,thermo-grid-883f4a344cbe,2024/08/06,04:25,0.0,0.0,42.92,25.99,0.0,0.0,37.78,304.24,58.9,91.84,21.2,35.0,24.08,1722907505,2024/08/06,01:25,0x00000000
106451,thermo-grid-883f4a344cbe,2024/08/06,04:30,0.0,0.0,42.63,27.09,0.0,0.0,31.62,235.17,58.86,91.85,21.19,34.99,24.06,1722907805,2024/08/06,01:30,0x00000000
106452,thermo-grid-883f4a344cbe,2024/08/06,04:35,0.0,0.0,42.64,26.11,0.0,0.0,33.13,284.6,58.86,91.85,21.16,34.99,24.03,1722908105,2024/08/06,01:35,0x00000000
106453,thermo-grid-883f4a344cbe,2024/08/06,04:40,0.01,0.0,41.98,29.43,0.0,0.0,35.78,277.84,58.93,91.85,21.14,34.99,24.01,1722908405,2024/08/06,01:40,0x00000000
106454,thermo-grid-883f4a344cbe,2024/08/06,04:45,0.01,0.0,43.16,29.72,0.0,0.0,37.79,313.74,59.01,91.84,21.13,34.99,23.99,1722908705,2024/08/06,01:45,0x00000000
106455,thermo-grid-883f4a344cbe,2024/08/06,04:50,0.08,0.0,40.02,30.63,0.0,0.0,33.07,222.6,58.78,91.85,21.11,34.99,23.98,1722909005,2024/08/06,01:50,0x00000000
106456,thermo-grid-883f4a344cbe,2024/08/06,04:55,0.02,0.0,40.93,30.21,0.0,0.0,37.89,307.52,58.68,91.84,21.08,34.99,23.95,1722909305,2024/08/06,01:55,0x00000000
106457,thermo-grid-883f4a344cbe,2024/08/06,05:00,0.0,0.0,41.57,29.82,0.0,0.0,38.26,344.88,58.75,91.84,21.05,34.98,23.92,1722909605,2024/08/06,02:00,0x00000000
106458,thermo-grid-883f4a344cbe,2024/08/06,05:05,0.0,0.0,40.27,31.26,0.0,0.0,37.46,327.28,58.67,91.84,21.03,34.98,23.88,1722909905,2024/08/06,02:05,0x00000000
106459,thermo-grid-883f4a344cbe,2024/08/06,05:10,0.0,0.0,41.92,30.57,0.0,0.0,39.44,338.75,58.73,91.84,21.01,34.99,23.87,1722910205,2024/08/06,02:10,0x00000000
106460,thermo-grid-883f4a344cbe,2024/08/06,05:15,0.0,0.0,41.41,28.25,0.0,0.0,39.61,319.15,58.72,91.84,21.0,34.99,23.86,1722910505,2024/08/06,02:15,0x00000000
106461,thermo-grid-883f4a344cbe,2024/08/06,05:20,0.0,0.0,41.18,29.63,0.0,0.0,39.34,328.6,58.73,91.83,20.99,34.99,23.84,1722910805,2024/08/06,02:20,0x00000000
106462,thermo-grid-883f4a344cbe,2024/08/06,05:25,0.01,0.0,41.34,31.53,0.0,0.0,37.11,319.59,58.55,91.83,20.98,34.99,23.83,1722911105,2024/08/06,02:25,0x00000000
106463,thermo-grid-883f4a344cbe,2024/08/06,05:30,0.05,0.0,40.41,32.76,0.0,0.0,31.87,274.04,58.42,91.83,20.96,34.99,23.81,1722911405,2024/08/06,02:30,0x00000000
106464,thermo-grid-883f4a344cbe,2024/08/06,05:35,0.12,0.0,40.67,37.15,0.0,0.0,29.14,235.07,58.59,91.83,20.94,34.99,23.79,1722911705,2024/08/06,02:35,0x00000000
106465,thermo-grid-883f4a344cbe,2024/08/06,05:40,0.02,0.0,41.27,32.3,0.0,0.0,32.9,326.63,58.57,91.83,20.92,34.99,23.77,1722912005,2024/08/06,02:40,0x00000000
106466,thermo-grid-883f4a344cbe,2024/08/06,05:45,0.07,0.0,40.83,34.8,0.0,0.0,36.46,321.14,58.67,91.83,20.92,34.99,23.75,1722912305,2024/08/06,02:45,0x00000000
106467,thermo-grid-883f4a344cbe,2024/08/06,05:50,0.11,0.0,40.85,35.01,0.0,0.0,27.26,225.49,58.65,91.83,20.89,34.99,23.72,1722912605,2024/08/06,02:50,0x00000000
106468,thermo-grid-883f4a344cbe,2024/08/06,05:55,0.03,0.0,41.75,31.56,0.0,0.0,31.29,316.91,58.67,91.83,20.87,34.99,23.7,1722912905,2024/08/06,02:55,0x00000000
106469,thermo-grid-883f4a344cbe,2024/08/06,06:00,0.03,0.0,40.42,29.88,0.0,0.0,36.3,352.54,58.36,91.84,20.86,34.99,23.69,1722913205,2024/08/06,03:00,0x00000000
106470,thermo-grid-883f4a344cbe,2024/08/06,06:05,0.08,0.0,40.37,35.23,0.0,0.0,44.17,408.47,58.55,91.84,20.85,35.0,23.68,1722913505,2024/08/06,03:05,0x00000000
106471,thermo-grid-883f4a344cbe,2024/08/06,06:10,0.17,0.0,39.83,39.33,0.0,0.0,35.3,314.04,58.47,91.84,20.84,34.99,23.66,1722913805,2024/08/06,03:10,0x00000000
106472,thermo-grid-883f4a344cbe,2024/08/06,06:15,0.2,0.0,38.59,37.92,0.0,0.0,27.33,188.28,58.22,91.84,20.83,35.0,23.64,1722914105,2024/08/06,03:15,0x00000000
106473,thermo-grid-883f4a344cbe,2024/08/06,06:20,0.23,0.0,41.7,41.61,0.0,0.0,22.45,160.09,58.5,91.84,20.82,35.0,23.63,1722914405,2024/08/06,03:20,0x00000000
106474,thermo-grid-883f4a344cbe,2024/08/06,06:25,0.39,0.0,41.46,53.88,0.0,0.0,20.34,140.51,58.38,91.85,20.81,35.0,23.62,1722914705,2024/08/06,03:25,0x00000000
106475,thermo-grid-883f4a344cbe,2024/08/06,06:30,0.1,0.0,42.11,35.45,0.0,0.0,21.32,93.72,58.45,91.86,20.8,35.0,23.61,1722915005,2024/08/06,03:30,0x00000000
106476,thermo-grid-883f4a344cbe,2024/08/06,06:35,0.19,0.0,39.6,35.1,0.0,0.0,19.56,82.16,58.27,91.87,20.78,35.0,23.59,1722915305,2024/08/06,03:35,0x00000000
106477,thermo-grid-883f4a344cbe,2024/08/06,06:40,0.29,0.0,41.2,42.58,0.0,0.0,17.22,84.54,58.41,91.87,20.76,34.99,23.56,1722915605,2024/08/06,03:40,0x00000000
106478,thermo-grid-883f4a344cbe,2024/08/06,06:45,0.4,0.0,40.68,47.0,0.0,0.0,15.41,82.24,58.46,91.87,20.74,34.99,23.54,1722915905,2024/08/06,03:45,0x00000000
106479,thermo-grid-883f4a344cbe,2024/08/06,06:50,0.32,0.0,41.37,45.79,0.0,0.0,13.23,60.67,58.52,91.87,20.72,34.99,23.53,1722916205,2024/08/06,03:50,0x00000000
106480,thermo-grid-883f4a344cbe,2024/08/06,06:55,0.4,0.0,40.35,47.68,0.0,0.0,12.21,67.71,58.35,91.88,20.7,34.99,23.51,1722916505,2024/08/06,03:55,0x00000000
106481,thermo-grid-883f4a344cbe,2024/08/06,07:00,0.31,0.0,41.05,46.99,0.0,0.0,11.75,63.3,58.4,91.88,20.68,34.99,23.49,1722916805,2024/08/06,04:00,0x00000000
106482,thermo-grid-883f4a344cbe,2024/08/06,07:05,0.31,0.0,42.74,43.32,0.0,0.0,11.63,64.43,58.5,91.88,20.66,34.99,23.47,1722917105,2024/08/06,04:05,0x00000000
106483,thermo-grid-883f4a344cbe,2024/08/06,07:10,0.34,0.0,41.76,44.22,0.0,0.0,11.25,57.49,58.38,91.88,20.65,34.99,23.46,1722917405,2024/08/06,04:10,0x00000000
106484,thermo-grid-883f4a344cbe,2024/08/06,07:15,0.56,0.0,42.36,49.77,0.0,0.0,12.88,87.74,58.41,91.88,20.64,34.99,23.45,1722917705,2024/08/06,04:15,0x00000000
106485,thermo-grid-883f4a344cbe,2024/08/06,07:20,0.52,0.0,41.03,57.48,0.0,0.0,15.88,99.4,58.37,91.88,20.64,35.0,23.44,1722918005,2024/08/06,04:20,0x00000000
106486,thermo-grid-883f4a344cbe,2024/08/06,07:25,0.77,0.0,39.17,63.43,0.0,0.0,14.65,100.71,58.07,91.88,20.63,34.99,23.44,1722918305,2024/08/06,04:25,0x00000000
106487,thermo-grid-883f4a344cbe,2024/08/06,07:30,0.5,0.0,43.83,58.04,0.0,0.0,13.68,88.52,58.25,91.88,20.63,34.99,23.45,1722918605,2024/08/06,04:30,0x00000000
106488,thermo-grid-883f4a344cbe,2024/08/06,07:35,0.63,0.0,43.01,65.15,0.0,0.0,13.66,86.36,58.36,91.88,20.65,35.0,23.48,1722918905,2024/08/06,04:35,0x00000000
106489,thermo-grid-883f4a344cbe,2024/08/06,07:40,0.63,0.0,43.5,61.14,0.0,0.0,13.28,100.24,58.39,91.89,20.7,35.01,23.53,1722919205,2024/08/06,04:40,0x00000000
106490,thermo-grid-883f4a344cbe,2024/08/06,07:45,0.57,0.0,42.33,57.6,0.0,0.0,13.83,95.14,58.24,91.89,20.76,35.02,23.61,1722919505,2024/08/06,04:45,0x00000000
106491,thermo-grid-883f4a344cbe,2024/08/06,07:50,0.55,0.0,43.08,60.24,0.0,0.0,14.2,96.99,58.25,91.89,20.83,35.02,23.7,1722919805,2024/08/06,04:50,0x00000000
106492,thermo-grid-883f4a344cbe,2024/08/06,07:55,0.48,0.0,44.32,54.45,0.0,0.0,14.87,107.18,58.28,91.89,20.92,35.02,23.81,1722920105,2024/08/06,04:55,0x00000000
106493,thermo-grid-883f4a344cbe,2024/08/06,08:00,0.51,0.0,45.33,62.37,0.0,0.0,16.26,127.65,58.27,91.9,21.04,35.03,23.96,1722920405,2024/08/06,05:00,0x00000000
106494,thermo-grid-883f4a344cbe,2024/08/06,08:05,0.49,0.0,45.51,60.94,0.0,0.0,16.26,137.64,58.3,91.9,21.17,35.03,24.11,1722920705,2024/08/06,05:05,0x00000000
106495,thermo-grid-883f4a344cbe,2024/08/06,08:10,0.44,0.0,44.77,53.26,0.0,0.0,17.55,149.36,58.21,91.9,21.32,35.04,24.28,1722921005,2024/08/06,05:10,0x00000000
106496,thermo-grid-883f4a344cbe,2024/08/06,08:15,0.54,0.0,47.11,57.99,0.0,0.0,16.65,141.49,58.05,91.91,21.58,35.07,24.63,1722921305,2024/08/06,05:15,0x00000000
106497,thermo-grid-883f4a344cbe,2024/08/06,08:20,0.62,0.0,46.8,66.26,0.0,0.0,16.96,124.51,57.22,91.92,22.05,35.1,25.25,1722921605,2024/08/06,05:20,0x00000000
106498,thermo-grid-883f4a344cbe,2024/08/06,08:25,0.7,0.0,46.4,69.85,0.0,0.0,16.19,104.22,56.41,91.92,22.62,35.13,25.94,1722921905,2024/08/06,05:25,0x00000000
106499,thermo-grid-883f4a344cbe,2024/08/06,08:30,0.69,0.0,46.94,66.52,0.0,0.0,16.41,112.05,55.58,91.93,23.23,35.15,26.61,1722922205,2024/08/06,05:30,0x00000000
106500,thermo-grid-883f4a344cbe,2024/08/06,08:35,0.59,0.0,46.66,69.63,0.0,0.0,16.07,110.84,54.87,91.93,23.85,35.17,27.28,1722922505,2024/08/06,05:35,0x00000000
106501,thermo-grid-883f4a344cbe,2024/08/06,08:40,0.67,0.0,44.64,66.78,0.0,0.0,17.44,107.72,54.17,91.92,24.45,35.19,27.94,1722922805,2024/08/06,05:40,0x00000000
106502,thermo-grid-883f4a344cbe,2024/08/06,08:45,0.63,0.0,37.5,48.18,0.0,0.0,16.11,94.11,53.09,91.92,25.05,35.2,28.59,1722923105,2024/08/06,05:45,0x00000000
106503,thermo-grid-883f4a344cbe,2024/08/06,08:50,0.57,0.0,36.13,35.18,0.0,0.0,16.07,97.42,52.11,91.93,25.65,35.22,29.2,1722923405,2024/08/06,05:50,0x00000000
106504,thermo-grid-883f4a344cbe,2024/08/06,08:55,0.72,0.0,34.32,53.3,0.0,0.0,16.27,107.02,51.63,91.92,26.24,35.23,29.79,1722923705,2024/08/06,05:55,0x00000000
106505,thermo-grid-883f4a344cbe,2024/08/06,09:00,0.89,0.0,37.9,63.42,0.0,0.0,16.37,106.71,51.34,91.94,26.82,35.23,30.38,1722924005,2024/08/06,06:00,0x00000000
106506,thermo-grid-883f4a344cbe,2024/08/06,09:05,0.74,0.0,33.54,46.76,0.0,0.0,15.76,97.35,50.31,91.94,27.41,35.25,30.95,1722924305,2024/08/06,06:05,0x00000000
106507,thermo-grid-883f4a344cbe,2024/08/06,09:10,0.51,0.0,36.57,35.11,0.0,0.0,14.61,86.21,49.72,91.94,27.99,35.26,31.52,1722924605,2024/08/06,06:10,0x00000000
106508,thermo-grid-883f4a344cbe,2024/08/06,09:15,0.52,0.0,32.59,22.33,0.0,0.0,16.75,109.73,48.85,91.94,28.55,35.26,32.06,1722924905,2024/08/06,06:15,0x00000000
106509,thermo-grid-883f4a344cbe,2024/08/06,09:20,0.59,0.0,31.86,18.45,0.0,0.0,17.31,104.16,47.82,91.94,29.1,35.27,32.57,1722925205,2024/08/06,06:20,0x00000000
106510,thermo-grid-883f4a344cbe,2024/08/06,09:25,0.46,0.0,30.15,4.24,0.0,0.0,17.27,108.11,46.64,91.96,29.59,35.26,33.04,1722925505,2024/08/06,06:25,0x00000000
106511,thermo-grid-883f4a344cbe,2024/08/06,09:30,0.52,0.0,33.13,1.6,0.0,0.0,17.56,103.72,45.9,91.97,30.02,35.27,33.46,1722925805,2024/08/06,06:30,0x00000000
106512,thermo-grid-883f4a344cbe,2024/08/06,09:35,0.44,0.0,33.24,0.0,0.0,0.0,17.64,108.61,45.44,91.96,30.44,35.27,33.85,1722926105,2024/08/06,06:35,0x00000000
106513,thermo-grid-883f4a344cbe,2024/08/06,09:40,0.41,0.0,33.81,0.0,0.0,0.0,18.36,115.32,44.88,91.97,30.82,35.28,34.21,1722926405,2024/08/06,06:40,0x00000000
106514,thermo-grid-883f4a344cbe,2024/08/06,09:45,0.34,0.0,31.54,0.0,0.0,0.0,12.84,82.26,43.79,91.98,31.24,35.28,34.58,1722926705,2024/08/06,06:45,0x00000000
106515,thermo-grid-883f4a344cbe,2024/08/06,09:50,0.32,0.0,52.17,28.51,0.0,0.0,9.9,57.11,43.06,91.98,31.65,35.28,34.98,1722927005,2024/08/06,06:50,0x00000000
106516,thermo-grid-883f4a344cbe,2024/08/06,09:55,0.07,0.0,23.04,0.0,0.0,0.0,5.73,30.9,42.02,91.98,32.1,35.3,35.4,1722927305,2024/08/06,06:55,0x00000000
106517,thermo-grid-883f4a344cbe,2024/08/06,10:00,0.0,0.0,20.66,0.0,0.0,0.0,4.12,22.71,41.51,91.99,32.52,35.3,35.78,1722927605,2024/08/06,07:00,0x00000000
106518,thermo-grid-883f4a344cbe,2024/08/06,10:05,0.03,0.0,21.17,0.0,0.0,0.0,3.76,22.79,40.91,92.0,32.87,35.3,36.09,1722927905,2024/08/06,07:05,0x00000000
106519,thermo-grid-883f4a344cbe,2024/08/06,10:10,0.0,0.0,14.55,0.0,0.0,0.0,3.11,20.96,40.16,92.0,33.15,35.28,36.33,1722928205,2024/08/06,07:10,0x00000000
106520,thermo-grid-883f4a344cbe,2024/08/06,10:15,0.0,0.0,8.55,0.0,0.0,0.0,2.53,23.16,39.36,92.0,33.4,35.27,36.55,1722928505,2024/08/06,07:15,0x00000000
106521,thermo-grid-883f4a344cbe,2024/08/06,10:20,0.01,0.0,15.28,0.0,0.0,0.0,3.24,26.99,39.0,92.01,33.65,35.26,36.77,1722928805,2024/08/06,07:20,0x00000000
106522,thermo-grid-883f4a344cbe,2024/08/06,10:25,0.0,0.0,17.56,0.0,0.0,0.0,4.09,42.4,38.45,92.01,33.89,35.25,37.0,1722929105,2024/08/06,07:25,0x00000000
106523,thermo-grid-883f4a344cbe,2024/08/06,10:30,0.0,0.0,8.21,0.0,0.0,0.0,2.51,18.23,37.02,92.0,34.14,35.24,37.23,1722929405,2024/08/06,07:30,0x00000000
106524,thermo-grid-883f4a344cbe,2024/08/06,10:35,0.0,0.0,9.1,0.0,0.0,0.0,2.41,23.84,36.33,92.0,34.32,35.22,37.39,1722929705,2024/08/06,07:35,0x00000000
106525,thermo-grid-883f4a344cbe,2024/08/06,10:40,0.0,0.0,3.78,0.0,0.0,0.0,2.44,34.25,35.39,92.0,34.42,35.2,37.47,1722930005,2024/08/06,07:40,0x00000000
106526,thermo-grid-883f4a344cbe,2024/08/06,10:45,0.0,0.0,10.76,0.0,0.0,0.0,2.72,110.42,34.93,92.0,34.43,35.16,37.48,1722930305,2024/08/06,07:45,0x00000000
106527,thermo-grid-883f4a344cbe,2024/08/06,10:50,0.0,0.0,12.26,0.0,0.0,0.0,4.73,313.59,34.95,92.0,34.44,35.14,37.49,1722930605,2024/08/06,07:50,0x00000000
106528,thermo-grid-883f4a344cbe,2024/08/06,10:55,0.0,0.0,21.26,0.0,0.0,0.0,2.6,63.5,35.24,91.99,34.45,35.11,37.51,1722930905,2024/08/06,07:55,0x00000000
106529,thermo-grid-883f4a344cbe,2024/08/06,11:00,0.0,0.0,23.99,0.0,0.0,0.0,2.26,16.57,35.15,91.98,34.46,35.1,37.54,1722931205,2024/08/06,08:00,0x00000000
